"filename", "language", "JavaScript", "JSON", "TypeScript", "Markdown", "HTML", "JavaScript JSX", "TypeScript JSX", "PostCSS", "JSON with Comments", "SVG", "Pug", "Prisma", "comment", "blank", "total"
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\audio.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\bolt.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\box-cube.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\box-line.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\box.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\calendar.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 13
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\calender-line.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\chat.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\check-circle.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\check-line.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\chevron-down.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 7
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\chevron-left.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\chevron-up.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\close-line.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 14
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\close.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 16
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\copy.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\docs.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\dollar-line.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\download.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\envelope.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\eye-close.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\eye.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\file.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\folder.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\grid.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\group.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\horizontal-dots.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\index.ts", "TypeScript", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 116
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\info-error.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\info-hexa.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\info.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\list.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\lock.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 19
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\mail-line.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\moredot.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 14
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\page.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\paper-plane.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\pencil.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\pie-chart.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\plug-in.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\plus.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\shooting-star.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\table.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\task-icon.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\time.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\trash.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 13
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\user-circle.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 7
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\user-line.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\icons\videos.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 788, 0, 0, 0, 0, 37, 114, 939
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\layout\AppHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 54, 32, 234
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\layout\AppLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 5, 38
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\layout\AppSidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 307, 0, 0, 0, 0, 0, 110, 22, 439
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\layout\Backdrop.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 17
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\layout\SidebarWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 24
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 2, 19
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\ActiveApplication\ActiveApp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 350, 0, 0, 0, 0, 0, 22, 50, 422
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\AdminLogs\AdminLogs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 336, 0, 0, 0, 0, 0, 9, 35, 380
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\ApplicationBuilder\AddSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 369, 0, 0, 0, 0, 0, 43, 63, 475
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\ApplicationBuilder\Application.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 960, 0, 0, 0, 0, 0, 54, 163, 1177
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\ApplicationBuilder\CreateApplication.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 7, 40, 265
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\ApplicationBuilder\LoanApplicationConfig.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 292, 0, 0, 0, 0, 0, 20, 63, 375
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\ApplicationBuilder\Templates.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 196, 0, 0, 0, 0, 0, 14, 34, 244
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\AuthPages\AuthPageLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 1, 2, 41
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\AuthPages\SignIn.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 2, 18
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\AuthPages\SignUp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 2, 18
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Blank.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 3, 27
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Brokers\AllBrokerAdmin.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 399, 0, 0, 0, 0, 0, 16, 56, 471
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Brokers\AllBrokers.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 18, 97, 1115
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Brokers\BrokersLenders.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 341, 0, 0, 0, 0, 0, 16, 43, 400
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Brokers\EditBrokerModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 3, 17, 121
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Calendar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 268, 0, 0, 0, 0, 0, 3, 14, 285
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Charts\BarChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Charts\LineChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Dashboard\Home.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 7, 42
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Documents\AllDocuments.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 383, 0, 0, 0, 0, 0, 57, 52, 492
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Forms\FormElements.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 2, 41
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\LenderInteraction\FindLenders.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 369, 0, 0, 0, 0, 0, 21, 52, 442
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\LenderInteraction\InvitedLenders.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 15, 31, 261
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\LenderInteraction\MyLenders.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 0, 0, 37, 47, 308
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Lenders\ConnectedLenders.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 39, 47, 298
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Lenders\LenderInvites.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 314, 0, 0, 0, 0, 0, 25, 51, 390
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Lenders\LenderProducts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 294, 0, 0, 0, 0, 0, 17, 42, 353
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Lenders\MessageBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 5, 48
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\LoanProducts\AllLoanProducts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 419, 0, 0, 0, 0, 0, 21, 49, 489
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\LoanProducts\AssignedProducts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 12, 19, 180
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\LoanProducts\LenderAssignProduct.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 253, 0, 0, 0, 0, 0, 9, 42, 304
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\ManageUser\AddUser.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 214, 0, 0, 0, 0, 0, 10, 27, 251
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\ManageUser\AllUser.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 12, 24, 270
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\OtherPage\NotFound.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 1, 5, 45
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Settings\SettingSideBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 3, 12, 143
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\SuperAdmin\AllSuperAdmin.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 445, 0, 0, 0, 0, 0, 22, 51, 518
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\Tables\BasicTables.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\UiElements\Alerts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 2, 83
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\UiElements\Avatars.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 1, 2, 124
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\UiElements\Badges.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 2, 2, 172
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\UiElements\Buttons.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 7, 2, 119
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\UiElements\Images.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 2, 30
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\UiElements\Videos.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 2, 38
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\UserProfiles.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 2, 28
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\submitedApplications\SubmitApplication.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 274, 0, 0, 0, 0, 0, 15, 38, 327
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\ConfigWebsite.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 2, 4, 122
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\SitePreview.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\editor\EditorPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 5, 16, 167
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\editor\tabs\AboutTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 9, 22, 223
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\editor\tabs\BrandingTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 9, 17, 197
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\editor\tabs\ContactTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 7, 18, 174
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\editor\tabs\FooterTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 2, 8, 68
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\editor\tabs\HomeTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 4, 11, 115
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\editor\tabs\HowItWorksTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 8, 19, 216
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\editor\tabs\ProductsTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 5, 13, 129
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\editor\tabs\WhyChooseUsTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 4, 11, 89
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\preview\AboutPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 6, 10, 100
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\preview\ContactPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 0, 0, 6, 28, 253
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\pages\website-builder\preview\GetLoanPreview.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 344, 0, 0, 0, 0, 0, 17, 54, 415
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\svg.d.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\types\siteBuilder.ts", "TypeScript", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 71
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\tsconfig.app.json", "JSON", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 27
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\tsconfig.node.json", "JSON", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 25
"d:\Vibrantick\November 2025\LendingCart\broker-dashboard\vite.config.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 19
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\LICENSE.md", "Markdown", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\README.md", "Markdown", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 193
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\eslint.config.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\index.html", "HTML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 1, 13
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\package-lock.json", "JSON", 0, 5789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5790
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\package.json", "JSON", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 76
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\postcss.config.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\public\images\brand\brand-01.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\public\images\brand\brand-02.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\public\images\brand\brand-03.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\public\images\brand\brand-04.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 27
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\public\images\brand\brand-05.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\public\images\brand\brand-06.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\public\images\brand\brand-07.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\public\images\brand\brand-08.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\public\images\brand\brand-09.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\public\images\brand\brand-10.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\Vibrantick\November 2025\LendingCart\lending-dashboard\public\images\brand\brand-11.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
